disease,biospecimen_samples,taxid,lineage,parent_taxid,species,genus,family,order,class,phylum,clade,superkingdom,qualifier
pulmonary tubercolosis,faeces,562,"[562, 561, 543, 91347, 1236, 1224, 2, 131567, 1]",561,Escherichia_coli,escherichia,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
pulmonary tubercolosis,faeces,1313,"[1313, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,Streptococcus_pneumoniae,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
pulmonary tubercolosis,faeces,1343,"[1343, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,Streptococcus_vestibularis,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
pulmonary tubercolosis,faeces,33042,"[33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,coprococcus,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
pulmonary tubercolosis,faeces,46205,"[46205, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,pseudobutyrivibrio,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
preterm birth,vaginal swab,147802,"[147802, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1578,Lactobacillus_iners,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
preterm birth,vaginal swab,82135,"[82135, 2767327, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2767327,Fannyhessea_vaginae,fannyhessea,actinomycetaceae,actinomycetales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
preterm birth,vaginal swab,2702,"[2702, 2701, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2701,Gardnerella_vaginalis,gardnerella,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
preterm birth,vaginal swab,82135,"[82135, 2767327, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2767327,Fannyhessea_vaginae,fannyhessea,actinomycetaceae,actinomycetales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
preterm birth,vaginal swab,2702,"[2702, 2701, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2701,Gardnerella_vaginalis,gardnerella,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
hiv infection,cervicovaginal lavage,140625,"[140625, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,lachnobacterium,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
hiv infection,cervicovaginal lavage,1743,"[1743, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,propionibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
hiv infection,cervicovaginal lavage,84111,"[84111, 1643826, 1643822, 84998, 201174, 1783272, 2, 131567, 1]",1643826,,eggerthella,eggerthellaceae,eggerthellales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,reduced
hiv infection,cervicovaginal lavage,553372,"[553372, 1643826, 1643822, 84998, 201174, 1783272, 2, 131567, 1]",1643826,,asaccharobacter,eggerthellaceae,eggerthellales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,elevated
hiv infection,cervicovaginal lavage,2108,"[2108, 2683645, 2093, 2092, 2085, 31969, 544448, 1783272, 2, 131567, 1]",2683645,Mycoplasma_sp.,mycoplasma,mycoplasmataceae,mycoplasmatales,mollicutes,Mycoplasmatota,terrabacteria group,bacteria,elevated
hiv infection,cervicovaginal lavage,553372,"[553372, 1643826, 1643822, 84998, 201174, 1783272, 2, 131567, 1]",1643826,,asaccharobacter,eggerthellaceae,eggerthellales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,elevated
hiv infection,cervicovaginal lavage,1743,"[1743, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,propionibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
hiv infection,cervicovaginal lavage,544,"[544, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,citrobacter,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
hiv infection,cervicovaginal lavage,222,"[222, 506, 80840, 28216, 1224, 2, 131567, 1]",506,,achromobacter,alcaligenaceae,burkholderiales,betaproteobacteria,Pseudomonadota,,bacteria,elevated
hiv infection,cervicovaginal lavage,140625,"[140625, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,lachnobacterium,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
hiv infection,cervicovaginal lavage,2108,"[2108, 2683645, 2093, 2092, 2085, 31969, 544448, 1783272, 2, 131567, 1]",2683645,Mycoplasma_sp.,mycoplasma,mycoplasmataceae,mycoplasmatales,mollicutes,Mycoplasmatota,terrabacteria group,bacteria,reduced
hiv infection,cervicovaginal lavage,47293,"[47293, 2652277, 2050, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2652277,Mobiluncus_sp.,mobiluncus,actinomycetaceae,actinomycetales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
hiv infection,cervicovaginal lavage,47770,"[47770, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1578,Lactobacillus_crispatus,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
hiv infection,cervicovaginal lavage,47770,"[47770, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1578,Lactobacillus_crispatus,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
cervicitis,vaginal swab,884684,"[884684, 1637257, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1637257,Mageeibacillus_indolicus,mageeibacillus,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
cervicitis,vaginal swab,884684,"[884684, 1637257, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1637257,Mageeibacillus_indolicus,mageeibacillus,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
cervicitis,vaginal swab,109790,"[109790, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1578,Lactobacillus_jensenii,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
cervicitis,vaginal swab,109790,"[109790, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1578,Lactobacillus_jensenii,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
nongonococcal urethritis,urine,32067,"[32067, 1129771, 203491, 203490, 32066, 2, 131567, 1]",1129771,,leptotrichia,leptotrichiaceae,fusobacteriales,fusobacteriia,Fusobacteriota,,bacteria,elevated
nongonococcal urethritis,urine,168808,"[168808, 1129771, 203491, 203490, 32066, 2, 131567, 1]",1129771,,sneathia,leptotrichiaceae,fusobacteriales,fusobacteriia,Fusobacteriota,,bacteria,elevated
vulvar vestibulitis syndrome,vaginal swab,47770,"[47770, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1578,Lactobacillus_crispatus,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
vulvar vestibulitis syndrome,vaginal swab,2701,"[2701, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",31953,,gardnerella,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
vulvar vestibulitis syndrome,vaginal swab,1380,"[1380, 1643824, 84999, 84998, 201174, 1783272, 2, 131567, 1]",1643824,,atopobium,atopobiaceae,coriobacteriales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,reduced
vulvar vestibulitis syndrome,vaginal swab,1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,Streptococcus_sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
vulvar vestibulitis syndrome,vaginal swab,35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,Enterococcus_sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
vulvar vestibulitis syndrome,vaginal swab,1596,"[1596, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1578,Lactobacillus_gasseri,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
gestational diabetes,placenta,171549,"[171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",200643,,,,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
gestational diabetes,placenta,75787,"[75787, 206389, 28216, 1224, 2, 131567, 1]",206389,,,rhodocyclaceae,rhodocyclales,betaproteobacteria,Pseudomonadota,,bacteria,reduced
gestational diabetes,placenta,55080,"[55080, 186822, 1385, 91061, 1239, 1783272, 2, 131567, 1]",186822,,brevibacillus,paenibacillaceae,bacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
gestational diabetes,placenta,67819,"[67819, 1783272, 2, 131567, 1]",1783272,,,,,,Armatimonadota,terrabacteria group,bacteria,reduced
gestational diabetes,placenta,380240,"[380240, 1127830, 1127829, 2517206, 203682, 1783257, 2, 131567, 1]",1127830,,candidatus brocadia,candidatus brocadiaceae,candidatus brocadiales,candidatus brocadiia,Planctomycetota,pvc group,bacteria,reduced
gestational diabetes,placenta,935200,"[935200, 2772226, 32003, 28216, 1224, 2, 131567, 1]",2772226,,sulfuricella,sulfuricellaceae,nitrosomonadales,betaproteobacteria,Pseudomonadota,,bacteria,reduced
gestational diabetes,placenta,32033,"[32033, 135614, 1236, 1224, 2, 131567, 1]",135614,,,lysobacteraceae,lysobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
gestational diabetes,placenta,1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,Lactobacillus_sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
gestational diabetes,placenta,506,"[506, 80840, 28216, 1224, 2, 131567, 1]",80840,,,alcaligenaceae,burkholderiales,betaproteobacteria,Pseudomonadota,,bacteria,elevated
gestational diabetes,placenta,33057,"[33057, 2008794, 206389, 28216, 1224, 2, 131567, 1]",2008794,,thauera,zoogloeaceae,rhodocyclales,betaproteobacteria,Pseudomonadota,,bacteria,elevated
gestational diabetes,placenta,44675,"[44675, 574976, 574975, 533205, 57723, 2, 131567, 1]",574976,,geothrix,holophagaceae,holophagales,holophagae,Acidobacteriota,,bacteria,reduced
gestational diabetes,placenta,1117,"[1117, 1798711, 1783272, 2, 131567, 1]",1798711,,,,,,Cyanobacteriota,terrabacteria group,bacteria,reduced
gestational diabetes,placenta,231454,"[231454, 1775411, 135614, 1236, 1224, 2, 131567, 1]",1775411,,dyella,rhodanobacteraceae,lysobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
hyperthyroidism,faeces,35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,Enterococcus_sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
hyperthyroidism,faeces,41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,Bifidobacterium_sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
hyperthyroidism,faeces,1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,Lactobacillus_sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
parkinson's disease,nasal lavage,186820,"[186820, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1385,,,listeriaceae,bacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
parkinson's disease,nasal lavage,186817,"[186817, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1385,,,bacillaceae,bacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
parkinson's disease,nasal lavage,1268,"[1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",85006,,,micrococcaceae,micrococcales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
parkinson's disease,nasal lavage,194924,"[194924, 213115, 3031449, 200940, 2, 131567, 1]",213115,,,desulfovibrionaceae,desulfovibrionales,desulfovibrionia,Thermodesulfobacteriota,,bacteria,reduced
parkinson's disease,nasal lavage,186828,"[186828, 186826, 91061, 1239, 1783272, 2, 131567, 1]",186826,,,carnobacteriaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
parkinson's disease,nasal lavage,206349,"[206349, 119069, 2008785, 1224, 2, 131567, 1]",119069,,,hydrogenophilaceae,hydrogenophilales,hydrogenophilia,Pseudomonadota,,bacteria,elevated
parkinson's disease,nasal lavage,45401,"[45401, 356, 28211, 1224, 2, 131567, 1]",356,,,hyphomicrobiaceae,hyphomicrobiales,alphaproteobacteria,Pseudomonadota,,bacteria,elevated
idiopathic rem sleep behavior disorder,nasal lavage,194924,"[194924, 213115, 3031449, 200940, 2, 131567, 1]",213115,,,desulfovibrionaceae,desulfovibrionales,desulfovibrionia,Thermodesulfobacteriota,,bacteria,reduced
idiopathic rem sleep behavior disorder,nasal lavage,75682,"[75682, 80840, 28216, 1224, 2, 131567, 1]",80840,,,oxalobacteraceae,burkholderiales,betaproteobacteria,Pseudomonadota,,bacteria,reduced
parkinson's disease,faeces,239934,"[239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",1647988,,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiia,Verrucomicrobiota,pvc group,bacteria,elevated
parkinson's disease,faeces,1485,"[1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,clostridium,clostridiaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
parkinson's disease,faeces,244127,"[244127, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,anaerotruncus,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
parkinson's disease,faeces,74201,"[74201, 1783257, 2, 131567, 1]",1783257,,,,,,Verrucomicrobiota,pvc group,bacteria,elevated
parkinson's disease,faeces,2037,"[2037, 1760, 201174, 1783272, 2, 131567, 1]",1760,,,,actinomycetales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
idiopathic rem sleep behavior disorder,faeces,1485,"[1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,clostridium,clostridiaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
idiopathic rem sleep behavior disorder,faeces,244127,"[244127, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,anaerotruncus,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
idiopathic rem sleep behavior disorder,faeces,128827,"[128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",526525,,,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,Bacillota,terrabacteria group,bacteria,elevated
idiopathic rem sleep behavior disorder,faeces,946234,"[946234, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,flavonifractor,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
idiopathic rem sleep behavior disorder,faeces,84111,"[84111, 1643826, 1643822, 84998, 201174, 1783272, 2, 131567, 1]",1643826,,eggerthella,eggerthellaceae,eggerthellales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,elevated
idiopathic rem sleep behavior disorder,faeces,52225,"[52225, 1843491, 909929, 909932, 1239, 1783272, 2, 131567, 1]",1843491,,mitsuokella,selenomonadaceae,selenomonadales,negativicutes,Bacillota,terrabacteria group,bacteria,reduced
idiopathic rem sleep behavior disorder,faeces,906,"[906, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,megasphaera,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,reduced
idiopathic rem sleep behavior disorder,faeces,2316,"[2316, 2159, 2158, 183925, 2283794, 28890, 2157, 131567, 1]",2159,,methanosphaera,methanobacteriaceae,methanobacteriales,methanobacteria,Euryarchaeota,methanomada group,archaea,reduced
idiopathic rem sleep behavior disorder,faeces,135858,"[135858, 2810280, 526525, 526524, 1239, 1783272, 2, 131567, 1]",2810280,,catenibacterium,coprobacillaceae,erysipelotrichales,erysipelotrichia,Bacillota,terrabacteria group,bacteria,reduced
idiopathic rem sleep behavior disorder,faeces,59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,Prevotella_sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
idiopathic rem sleep behavior disorder,faeces,135625,"[135625, 1236, 1224, 2, 131567, 1]",1236,,,,pasteurellales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
colorectal cancer,oral swab,724,"[724, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
colorectal cancer,oral swab,543311,"[543311, 1570339, 1737405, 1737404, 1239, 1783272, 2, 131567, 1]",1570339,,parvimonas,peptoniphilaceae,tissierellales,tissierellia,Bacillota,terrabacteria group,bacteria,reduced
colorectal cancer,oral swab,1283313,"[1283313, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171552,,alloprevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
colorectal cancer,oral swab,1164882,"[1164882, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,lachnoanaerobaculum,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
colorectal cancer,oral swab,482,"[482, 481, 206351, 28216, 1224, 2, 131567, 1]",481,,neisseria,neisseriaceae,neisseriales,betaproteobacteria,Pseudomonadota,,bacteria,reduced
colorectal cancer,oral swab,1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,Streptococcus_sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
colorectal cancer,oral swab,59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,Prevotella_sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
ulcerative colitis,tissue biopsie,815,"[815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,,bacteroidaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
ulcerative colitis,tissue biopsie,1647988,"[1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",48461,,,akkermansiaceae,verrucomicrobiales,verrucomicrobiia,Verrucomicrobiota,pvc group,bacteria,reduced
ulcerative colitis,tissue biopsie,31979,"[31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,clostridiaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
ulcerative colitis,tissue biopsie,186804,"[186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,peptostreptococcaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
ulcerative colitis,tissue biopsie,543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
ulcerative colitis,tissue biopsie,31953,"[31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",85004,,,bifidobacteriaceae,bifidobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
ulcerative colitis,tissue biopsie,2049,"[2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2037,,,actinomycetaceae,actinomycetales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
