taxid,lineage,parent_taxid,species,genus,family,order,class,phylum,clade,superkingdom
12916,"[12916, 80864, 80840, 28216, 1224, 2, 131567, 1]",80864,,acidovorax,comamonadaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria
29580,"[29580, 75682, 80840, 28216, 1224, 2, 131567, 1]",75682,,janthinobacterium,oxalobacteraceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria
82976,"[82976, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,buttiauxella,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
34037,"[34037, 1903411, 91347, 1236, 1224, 2, 131567, 1]",1903411,,rahnella,yersiniaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
469,"[469, 468, 2887326, 1236, 1224, 2, 131567, 1]",468,,acinetobacter,moraxellaceae,moraxellales,gammaproteobacteria,pseudomonadota,,bacteria
497,"[497, 468, 2887326, 1236, 1224, 2, 131567, 1]",468,,psychrobacter,moraxellaceae,moraxellales,gammaproteobacteria,pseudomonadota,,bacteria
286,"[286, 135621, 72274, 1236, 1224, 2, 131567, 1]",135621,,pseudomonas,pseudomonadaceae,pseudomonadales,gammaproteobacteria,pseudomonadota,,bacteria
40323,"[40323, 32033, 135614, 1236, 1224, 2, 131567, 1]",32033,,stenotrophomonas,xanthomonadaceae,xanthomonadales,gammaproteobacteria,pseudomonadota,,bacteria
1743,"[1743, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,propionibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1357,"[1357, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1300,,lactococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,bacteroides sp.,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,fusobacterium sp.,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
286,"[286, 135621, 72274, 1236, 1224, 2, 131567, 1]",135621,,pseudomonas,pseudomonadaceae,pseudomonadales,gammaproteobacteria,pseudomonadota,,bacteria
1532,"[1532, 572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",572511,blautia coccoides,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1535,"[1535, 552397, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",552397,[clostridium] leptum,,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
817,"[817, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides fragilis,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1380,"[1380, 1643824, 84999, 84998, 201174, 1783272, 2, 131567, 1]",1643824,,atopobium,atopobiaceae,coriobacteriales,coriobacteriia,actinomycetota,terrabacteria group,bacteria
543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
29387,"[29387, 91994, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",91994,staphylococcus sp.,staphylococcus,staphylococcaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
218,"[218, 2593540, 209, 72293, 213849, 3031852, 29547, 2, 131567, 1]",2593540,helicobacter sp.,helicobacter,helicobacteraceae,campylobacterales,epsilonproteobacteria,campylobacterota,,bacteria
92793,"[92793, 224471, 80840, 28216, 1224, 2, 131567, 1]",224471,,aquabacterium,,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria
1357,"[1357, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1300,,lactococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
12916,"[12916, 80864, 80840, 28216, 1224, 2, 131567, 1]",80864,,acidovorax,comamonadaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
501783,"[501783, 2762318, 200644, 117743, 976, 68336, 1783270, 2, 131567, 1]",2762318,,cloacibacterium,weeksellaceae,flavobacteriales,flavobacteriia,bacteroidota,fcb group,bacteria
286,"[286, 135621, 72274, 1236, 1224, 2, 131567, 1]",135621,,pseudomonas,pseudomonadaceae,pseudomonadales,gammaproteobacteria,pseudomonadota,,bacteria
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
189330,"[189330, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,dorea,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
191303,"[191303, 2810281, 526525, 526524, 1239, 1783272, 2, 131567, 1]",2810281,,turicibacter,turicibacteraceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria
40323,"[40323, 32033, 135614, 1236, 1224, 2, 131567, 1]",32033,,stenotrophomonas,xanthomonadaceae,xanthomonadales,gammaproteobacteria,pseudomonadota,,bacteria
239934,"[239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",1647988,,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiae,verrucomicrobiota,pvc group,bacteria
248744,"[248744, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,marvinbryantia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
469,"[469, 468, 2887326, 1236, 1224, 2, 131567, 1]",468,,acinetobacter,moraxellaceae,moraxellales,gammaproteobacteria,pseudomonadota,,bacteria
528,"[528, 2826938, 118882, 356, 28211, 1224, 2, 131567, 1]",2826938,,ochrobactrum,brucellaceae,hyphomicrobiales,alphaproteobacteria,pseudomonadota,,bacteria
577309,"[577309, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171552,,paraprevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
33024,"[33024, 909930, 1843488, 909932, 1239, 1783272, 2, 131567, 1]",909930,,phascolarctobacterium,acidaminococcaceae,acidaminococcales,negativicutes,bacillota,terrabacteria group,bacteria
1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,parabacteroides sp.,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1409,"[1409, 185979, 1386, 186817, 1385, 91061, 1239, 1783272, 2, 131567, 1]",185979,bacillus sp. (in: firmicutes),bacillus,bacillaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
409,"[409, 2615210, 407, 119045, 356, 28211, 1224, 2, 131567, 1]",2615210,methylobacterium sp.,methylobacterium,methylobacteriaceae,hyphomicrobiales,alphaproteobacteria,pseudomonadota,,bacteria
50709,"[50709, 433, 204441, 28211, 1224, 2, 131567, 1]",433,,acidocella,acetobacteraceae,rhodospirillales,alphaproteobacteria,pseudomonadota,,bacteria
68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,fusobacterium sp.,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
1262,"[1262, 2652281, 1257, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2652281,peptostreptococcus sp.,peptostreptococcus,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1378,"[1378, 539738, 1385, 91061, 1239, 1783272, 2, 131567, 1]",539738,,gemella,gemellaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
86331,"[86331, 543314, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",543314,,mogibacterium,eubacteriales family xiii. incertae sedis,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
570,"[570, 2890311, 543, 91347, 1236, 1224, 2, 131567, 1]",2890311,,klebsiella,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
207244,"[207244, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,anaerostipes,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
28050,"[28050, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,lachnospira,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1262,"[1262, 2652281, 1257, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2652281,peptostreptococcus sp.,peptostreptococcus,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
836,"[836, 171551, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171551,,porphyromonas,porphyromonadaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
86331,"[86331, 543314, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",543314,,mogibacterium,eubacteriales family xiii. incertae sedis,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
165779,"[165779, 1570339, 1737405, 1737404, 1239, 1783272, 2, 131567, 1]",1570339,,anaerococcus,peptoniphilaceae,tissierellales,tissierellia,bacillota,terrabacteria group,bacteria
84108,"[84108, 1643826, 1643822, 84998, 201174, 1783272, 2, 131567, 1]",1643826,,slackia,eggerthellaceae,eggerthellales,coriobacteriia,actinomycetota,terrabacteria group,bacteria
244127,"[244127, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,anaerotruncus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
102106,"[102106, 84107, 84999, 84998, 201174, 1783272, 2, 131567, 1]",84107,,collinsella,coriobacteriaceae,coriobacteriales,coriobacteriia,actinomycetota,terrabacteria group,bacteria
885,"[885, 2593640, 872, 194924, 213115, 3031449, 200940, 2, 131567, 1]",2593640,desulfovibrio sp.,desulfovibrio,desulfovibrionaceae,desulfovibrionales,desulfovibrionia,thermodesulfobacteriota,,bacteria
142586,"[142586, 2624479, 1730, 186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2624479,eubacterium sp.,eubacterium,eubacteriaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
577309,"[577309, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171552,,paraprevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
142586,"[142586, 2624479, 1730, 186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2624479,eubacterium sp.,eubacterium,eubacteriaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
102106,"[102106, 84107, 84999, 84998, 201174, 1783272, 2, 131567, 1]",84107,,collinsella,coriobacteriaceae,coriobacteriales,coriobacteriia,actinomycetota,terrabacteria group,bacteria
156454,"[156454, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,anaeroglobus,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria
1596,"[1596, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1578,lactobacillus gasseri,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1624,"[1624, 2767887, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2767887,ligilactobacillus salivarius,ligilactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1309,"[1309, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus mutans,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1531,"[1531, 2719313, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2719313,enterocloster clostridioformis,enterocloster,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
936456,"[936456, 393029, 189770, 189769, 118001, 200938, 2, 131567, 1]",393029,desulfurispirillum indicum,desulfurispirillum,chrysiogenaceae,chrysiogenales,chrysiogenetes,chrysiogenota,,bacteria
1520,"[1520, 1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1485,clostridium beijerinckii,clostridium,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1491,"[1491, 1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1485,clostridium botulinum,clostridium,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
638849,"[638849, 638847, 3029088, 649776, 649775, 508458, 2, 131567, 1]",638847,pyramidobacter piscolens,pyramidobacter,dethiosulfovibrionaceae,synergistales,synergistia,synergistota,,bacteria
1515,"[1515, 35829, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",35829,acetivibrio thermocellus,acetivibrio,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
39498,"[39498, 1913599, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1913599,[eubacterium] yurii,peptoanaerobacter,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
194,"[194, 72294, 213849, 3031852, 29547, 2, 131567, 1]",72294,,campylobacter,campylobacteraceae,campylobacterales,epsilonproteobacteria,campylobacterota,,bacteria
32067,"[32067, 1129771, 203491, 203490, 32066, 2, 131567, 1]",1129771,,leptotrichia,leptotrichiaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
1532,"[1532, 572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",572511,blautia coccoides,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1380,"[1380, 1643824, 84999, 84998, 201174, 1783272, 2, 131567, 1]",1643824,,atopobium,atopobiaceae,coriobacteriales,coriobacteriia,actinomycetota,terrabacteria group,bacteria
1161902,"[1161902, 35518, 543314, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",35518,[eubacterium] nodatum,,eubacteriales family xiii. incertae sedis,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1598,"[1598, 2742598, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2742598,limosilactobacillus reuteri,limosilactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1590,"[1590, 2767842, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2767842,lactiplantibacillus plantarum,lactiplantibacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1656,"[1656, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",1654,actinomyces viscosus,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria
199,"[199, 194, 72294, 213849, 3031852, 29547, 2, 131567, 1]",194,campylobacter concisus,campylobacter,campylobacteraceae,campylobacterales,epsilonproteobacteria,campylobacterota,,bacteria
562,"[562, 561, 543, 91347, 1236, 1224, 2, 131567, 1]",561,escherichia coli,escherichia,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
29466,"[29466, 29465, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",29465,veillonella parvula,veillonella,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria
143361,"[143361, 44259, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",44259,filifactor alocis,filifactor,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
851,"[851, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",848,fusobacterium nucleatum,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
1305,"[1305, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus sanguinis,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
817,"[817, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides fragilis,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
818,"[818, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides thetaiotaomicron,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
821,"[821, 909656, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",909656,phocaeicola vulgatus,phocaeicola,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
39485,"[39485, 28050, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",28050,lachnospira eligens,lachnospira,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
39491,"[39491, 1766253, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1766253,agathobacter rectalis,agathobacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,faecalibacterium prausnitzii,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
28116,"[28116, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides ovatus,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
820,"[820, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,bacteroides uniformis,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
1532,"[1532, 572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",572511,blautia coccoides,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
